order,gender,home,university,major,before.university,post.university,qq.time,wechat.time,qq.strangers,qq.friends,qq.useful,qq.facilities,qq.knowledge,qq.easy,qq.privacy,qq.enjoyful,qq.habit,qq.social,qq.social.2,qq.important,qq.good,wechat.strangers,wechat.friends,wechat.useful,wechat.facilities,wechat.knowledge,wechat.easy,wechat.privacy,wechat.enjoyful,wechat.habit,wechat.social,wechat.social.2,wechat.important,wechat.good,第9题(功能各有所长),第9题(都用使用需求和使用场景),第9题(社交圈在QQ和微信大致相似),第9题(无所谓，随便用),第9题(其他)
211,2,1,1,1,1,3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0
212,2,3,2,1,2,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,7,2,7,5,2,1,6,7,6,4,1,2,-3,-3,-3,-3,-3
213,1,3,1,1,1,3,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,1,1
214,2,2,2,2,2,1,3,3,2,6,7,7,7,6,3,7,7,7,4,6,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
215,1,3,1,3,1,3,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0
216,2,2,1,4,1,1,4,1,6,6,6,6,6,7,5,7,6,4,5,7,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
217,1,2,1,3,1,2,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,2,1,2,1,2,5,5,4,1,6,5,1,-3,-3,-3,-3,-3
218,1,1,1,1,1,2,3,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,7,7,7,4,6,6,7,3,2,7,-3,-3,-3,-3,-3
219,1,2,3,5,1,3,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0
220,2,1,1,3,1,2,4,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,5,4,5,4,3,7,2,5,2,2,3,-3,-3,-3,-3,-3
221,2,1,1,3,1,1,3,2,4,6,6,7,7,7,3,7,7,7,7,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
222,2,2,1,4,2,2,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,2,1,3,5,1,7,1,2,3,4,2,-3,-3,-3,-3,-3
223,2,3,2,4,1,1,2,4,3,7,6,7,7,7,3,7,7,3,7,7,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
224,2,1,1,5,1,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,6,7,5,2,6,5,2,3,1,5,-3,-3,-3,-3,-3
225,1,2,1,1,1,1,1,4,4,7,5,7,7,7,6,5,7,3,6,6,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
226,1,2,3,1,1,1,4,2,4,6,5,6,6,7,3,5,6,3,6,6,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
227,2,2,1,1,1,3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,1,0
228,1,1,1,1,2,1,4,4,3,6,5,7,6,7,6,6,7,4,5,5,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
229,1,1,1,1,1,2,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,1,6,4,2,4,4,1,1,3,4,2,7,-3,-3,-3,-3,-3
230,1,3,1,3,2,2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,6,6,3,3,5,3,6,5,4,5,1,7,-3,-3,-3,-3,-3
231,1,1,1,2,1,2,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,6,1,1,7,3,1,5,6,1,6,-3,-3,-3,-3,-3
232,2,1,2,4,3,2,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,7,6,6,1,4,4,2,1,2,6,7,2,-3,-3,-3,-3,-3
233,1,1,1,3,1,2,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,7,5,5,2,2,1,7,1,2,7,7,1,-3,-3,-3,-3,-3
234,1,1,1,3,3,2,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,7,6,2,6,7,3,4,6,6,6,3,1,-3,-3,-3,-3,-3
235,1,3,1,5,2,2,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,7,1,1,3,6,3,2,5,4,3,4,6,-3,-3,-3,-3,-3
236,2,2,1,3,1,1,4,3,4,7,5,6,7,7,3,7,6,5,7,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
237,1,2,1,3,1,2,3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,7,5,1,6,2,1,4,5,2,1,-3,-3,-3,-3,-3
238,1,1,1,4,1,1,1,4,1,7,7,7,6,7,4,5,7,4,6,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
239,2,1,1,3,1,2,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7,4,7,6,4,7,7,7,5,1,7,1,7,-3,-3,-3,-3,-3
240,1,1,1,1,1,3,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,1
241,2,1,2,1,3,1,3,2,7,5,6,7,7,7,3,5,7,4,5,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
242,1,2,2,3,1,1,3,1,7,7,6,6,7,7,6,5,7,5,6,5,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
243,1,2,1,3,1,1,4,2,3,4,3,5,5,5,2,2,6,2,2,5,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
244,2,1,2,1,1,1,4,4,6,6,6,6,7,7,3,3,5,6,5,6,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
245,1,2,1,4,1,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,5,5,5,6,6,6,7,7,6,5,-3,-3,-3,-3,-3
246,2,1,1,2,1,1,4,3,5,6,5,6,6,5,2,4,5,3,4,3,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
247,1,1,1,3,1,2,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7,6,7,7,7,7,5,5,6,2,6,6,5,-3,-3,-3,-3,-3
248,1,1,1,1,3,2,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,5,7,6,7,6,4,7,6,7,4,5,6,-3,-3,-3,-3,-3
249,2,1,2,2,1,2,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,6,7,7,7,7,6,5,7,3,7,5,7,-3,-3,-3,-3,-3
250,1,1,1,3,1,1,3,4,4,7,6,6,7,7,6,7,7,5,6,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
251,2,1,1,4,1,1,1,3,2,5,5,7,7,7,2,5,6,5,6,7,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
252,2,2,2,2,1,2,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,7,7,6,6,5,7,7,3,7,7,6,-3,-3,-3,-3,-3
253,2,2,1,5,1,3,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,1
254,1,3,1,2,1,1,2,1,4,5,7,6,6,7,6,7,6,4,4,6,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
255,1,3,1,3,1,2,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,7,7,6,7,7,6,7,7,3,6,7,5,-3,-3,-3,-3,-3
256,2,2,1,4,1,3,3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0
257,2,2,1,1,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,6,6,7,7,7,3,6,6,7,7,6,7,-3,-3,-3,-3,-3
258,1,1,1,5,1,2,4,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,6,6,6,6,6,6,7,6,3,6,7,5,-3,-3,-3,-3,-3
259,2,3,1,3,1,3,3,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0
260,2,2,3,4,1,3,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,1,0
261,2,3,1,3,1,1,1,4,6,7,7,6,7,6,5,6,7,3,7,7,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
262,1,1,1,3,2,2,4,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,7,5,7,6,7,3,7,6,6,7,7,6,-3,-3,-3,-3,-3
263,1,2,1,3,1,1,1,2,7,7,7,7,6,6,6,6,6,5,5,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
264,1,1,1,1,2,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7,7,7,6,7,7,3,5,6,5,7,7,4,-3,-3,-3,-3,-3
265,2,2,1,3,1,1,1,3,6,5,6,7,7,7,3,7,5,7,5,7,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
266,2,1,1,2,1,3,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0
267,2,1,1,3,2,2,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,6,7,7,6,6,5,7,4,7,7,6,-3,-3,-3,-3,-3
268,1,2,1,4,1,1,4,1,6,6,5,7,7,7,5,6,5,4,7,6,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
269,1,1,1,1,1,2,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,7,5,6,6,7,5,5,6,7,7,7,6,-3,-3,-3,-3,-3
270,2,3,1,3,1,3,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,1
271,1,1,1,3,1,2,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,7,7,6,7,5,6,7,3,7,6,6,-3,-3,-3,-3,-3
272,1,3,1,4,1,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0
273,1,3,1,1,1,2,3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,6,7,7,7,7,5,7,7,5,5,6,7,-3,-3,-3,-3,-3
274,1,3,1,1,1,2,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7,7,5,7,6,7,5,5,6,5,6,7,6,-3,-3,-3,-3,-3
275,1,3,1,3,3,1,2,1,3,5,5,7,7,7,4,6,6,4,6,6,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
276,1,3,1,4,1,3,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0
277,2,1,1,3,1,3,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,1,0
278,2,2,1,3,3,3,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,1,0
279,2,3,3,1,1,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0
280,1,2,1,4,1,1,1,3,6,6,5,7,6,7,5,5,7,5,6,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
281,2,1,1,2,2,3,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,1,1
282,1,1,1,1,1,3,3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,0,0
283,1,1,2,2,1,3,4,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0
284,2,1,1,4,1,3,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0
285,2,1,1,1,1,2,2,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,5,5,6,6,6,3,7,7,5,5,7,5,-3,-3,-3,-3,-3
286,2,1,1,2,1,2,3,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,6,7,7,7,7,4,7,7,7,5,7,6,-3,-3,-3,-3,-3
287,2,1,1,4,1,3,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,0,0
288,1,1,1,4,1,3,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,0,0
289,2,1,1,3,1,1,3,1,7,4,7,7,5,7,1,6,7,7,4,6,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
290,2,2,1,1,1,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7,7,7,7,7,7,3,4,6,5,5,7,5,-3,-3,-3,-3,-3
291,1,2,1,3,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
292,2,2,2,2,1,1,4,3,5,7,5,6,6,6,4,5,7,6,4,5,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
293,1,2,1,1,1,1,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
294,1,2,2,2,1,1,4,2,7,7,7,7,7,7,1,7,7,7,7,7,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
295,1,2,1,3,1,3,4,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,1
296,1,2,1,5,1,1,2,2,7,7,7,7,7,7,7,7,7,7,7,7,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
297,1,2,1,5,1,1,3,2,6,7,7,7,7,7,5,5,7,5,2,6,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
298,2,2,2,1,3,3,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,0,0
299,2,2,2,2,1,1,4,4,3,7,7,7,7,7,3,4,7,7,3,4,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
300,1,2,2,4,1,1,3,2,5,4,6,3,5,3,1,4,4,3,2,5,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
301,1,1,1,4,1,3,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0
302,1,3,1,4,1,3,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,0,0
303,2,1,1,1,1,3,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,0,0
304,2,2,2,4,1,3,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0
305,1,1,1,5,1,2,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7,7,7,7,7,7,4,3,7,3,2,5,6,-3,-3,-3,-3,-3
306,2,1,1,1,1,2,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,5,5,5,5,5,5,5,3,5,5,-3,-3,-3,-3,-3
307,1,1,1,5,1,1,3,2,3,6,7,7,7,7,3,3,5,5,5,5,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
308,2,2,2,2,2,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,7,7,7,7,7,7,7,7,7,7,7,7,-3,-3,-3,-3,-3
309,2,2,2,4,1,3,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,1,0,0
310,2,2,1,5,1,1,4,2,7,7,7,7,7,7,6,7,7,6,7,7,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
311,2,1,1,1,2,2,1,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,7,7,7,7,7,5,5,7,7,5,7,5,-3,-3,-3,-3,-3
312,2,1,3,1,3,3,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,0,0
313,2,1,1,3,1,2,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,7,7,7,7,4,4,4,6,6,6,7,5,-3,-3,-3,-3,-3
314,2,2,2,4,1,1,3,2,4,6,7,7,4,3,2,5,4,6,5,4,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
315,1,2,2,3,1,2,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,6,6,7,7,5,4,6,7,5,5,6,6,-3,-3,-3,-3,-3
